student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality
S1793,20,Female,2.5,4.3,2.4,No,84.5,8.6,Fair
S1794,17,Female,2.6,1.4,1.2,No,83.6,8.5,Poor
S1795,23,Male,5.6,4.6,1.1,No,85.4,5.4,Good
S1796,21,Male,0.3,3.6,1.7,No,95.2,6.7,Poor
S1797,23,Male,8.2,2.2,1.5,No,83.1,5.7,Poor
S1798,17,Female,5.1,3.9,3.0,No,79.3,7.2,Good
S1799,19,Female,3.8,1.2,2.0,No,82.2,7.1,Good
S1800,17,Male,3.4,1.5,1.0,No,90.8,7.5,Good
S1801,22,Female,3.9,1.8,3.9,No,99.1,6.9,Fair
S1802,17,Male,4.3,1.9,1.9,No,78.7,10.0,Fair
S1803,17,Female,4.5,1.2,2.6,No,86.0,5.3,Good
S1804,22,Female,4.3,4.0,1.1,Yes,88.4,4.4,Good
S1805,20,Female,3.6,2.2,2.2,No,75.1,6.0,Fair
S1806,24,Female,3.2,2.9,2.1,No,85.2,4.6,Good
S1807,17,Female,3.3,1.8,0.0,No,70.3,4.7,Poor
S1808,22,Male,3.2,0.3,4.0,Yes,67.3,5.3,Good
S1809,21,Female,5.2,2.8,3.2,No,88.7,5.4,Good
S1810,19,Male,4.4,0.2,1.4,No,81.2,5.4,Good
S1811,19,Female,0.0,2.4,0.6,Yes,87.0,7.1,Good
S1812,17,Female,4.5,0.9,2.2,No,84.8,5.9,Good
S1813,20,Female,3.8,4.9,1.9,No,75.2,6.3,Poor
S1814,20,Male,3.5,3.6,2.2,No,84.5,7.6,Fair
S1815,21,Female,2.9,2.6,2.0,No,72.7,5.6,Poor
S1816,17,Female,5.2,4.0,2.4,No,98.9,6.2,Fair
S1817,19,Female,4.9,1.5,3.4,No,71.4,6.9,Good
S1818,20,Male,2.3,3.2,2.4,No,83.0,4.2,Fair
S1819,17,Male,4.1,2.7,0.6,No,74.6,3.6,Fair
S1820,23,Male,2.0,2.8,3.3,No,90.7,6.9,Fair
S1821,20,Male,1.4,4.0,3.6,No,81.7,7.1,Good
S1822,22,Female,2.6,3.4,5.3,No,79.8,9.0,Poor
S1823,23,Male,4.8,2.8,0.6,No,93.5,6.7,Fair
S1824,24,Other,4.9,0.5,2.1,No,85.3,7.5,Poor
S1825,20,Male,4.3,1.3,0.0,Yes,90.2,6.3,Good
S1826,19,Male,4.6,2.4,2.4,No,75.2,6.9,Poor
S1827,18,Female,4.3,2.6,1.2,No,71.0,8.5,Good
S1828,23,Female,2.5,1.1,3.9,No,86.1,4.0,Fair
S1829,24,Female,4.1,5.4,0.9,No,81.8,7.0,Poor
S1830,21,Female,4.7,4.3,0.0,No,91.3,9.1,Good
S1831,21,Female,4.6,3.2,1.3,No,84.2,6.8,Poor
S1832,19,Male,5.3,2.6,0.0,Yes,87.1,8.5,Fair
S1833,20,Other,4.6,2.2,2.6,No,68.8,5.7,Poor
S1834,17,Other,4.0,1.4,0.0,Yes,100.0,6.5,Fair
S1835,20,Female,5.1,2.6,1.8,No,83.4,6.5,Fair
S1836,19,Male,3.5,2.8,0.0,No,92.0,3.8,Fair
S1837,21,Female,2.2,1.0,1.4,No,76.6,5.1,Poor
S1838,20,Male,3.3,2.9,3.6,No,88.1,5.2,Fair
S1839,21,Male,2.4,2.3,2.2,No,72.0,7.5,Good
S1840,23,Male,2.5,0.2,0.9,Yes,89.5,7.5,Good
S1841,24,Male,3.3,1.5,1.8,Yes,81.4,6.9,Fair
S1842,17,Female,2.3,2.0,1.8,No,85.3,7.5,Fair
S1843,23,Female,3.0,4.8,2.3,Yes,92.0,6.3,Fair
S1844,21,Female,0.7,3.2,0.3,Yes,72.7,7.9,Fair
S1845,21,Male,3.8,0.9,2.5,No,78.2,6.5,Poor
S1846,18,Male,3.5,3.1,0.0,No,89.6,6.6,Fair
S1847,18,Male,2.3,0.6,1.1,No,100.0,6.2,Fair
S1848,23,Other,4.5,3.8,1.3,No,83.6,7.3,Fair
S1849,22,Male,4.9,1.9,2.5,No,90.9,6.0,Fair
S1850,23,Female,1.1,2.4,1.8,No,83.9,7.7,Good
S1851,18,Female,2.4,4.1,0.3,No,100.0,5.1,Poor
S1852,21,Male,2.3,1.0,0.7,No,67.5,5.2,Good
S1853,19,Female,2.1,0.8,2.0,No,85.9,7.3,Good
S1854,23,Female,4.7,1.8,1.7,No,68.7,6.4,Fair
S1855,21,Female,3.2,3.7,1.2,No,59.9,6.0,Fair
S1856,19,Female,3.1,0.7,1.3,Yes,88.0,7.6,Fair
S1857,19,Male,0.5,0.0,2.6,Yes,86.4,5.8,Poor
S1858,18,Male,4.5,2.0,1.2,Yes,82.2,6.3,Fair
S1859,23,Female,1.6,3.2,1.7,No,83.9,8.2,Good
S1860,20,Female,3.6,3.9,4.2,No,100.0,8.3,Poor
S1861,17,Male,3.9,1.9,0.2,No,82.4,8.4,Fair
S1862,18,Female,5.5,2.0,0.0,No,90.1,6.2,Good
S1863,18,Female,1.5,3.9,2.7,No,78.5,8.0,Good
S1864,20,Female,0.0,0.3,1.1,Yes,88.0,5.4,Fair
S1865,17,Male,3.8,2.0,1.4,No,82.6,5.4,Good
S1866,21,Female,6.2,2.7,0.9,No,80.9,3.7,Fair
S1867,22,Female,5.4,3.0,1.5,No,100.0,8.5,Poor
S1868,23,Male,3.8,1.9,3.6,No,96.8,5.5,Fair
S1869,22,Male,2.8,2.5,2.7,Yes,86.4,6.3,Fair
S1870,21,Other,4.7,0.0,2.7,Yes,62.0,5.4,Good
S1871,24,Male,2.0,1.7,0.2,Yes,81.4,7.3,Poor
S1872,18,Female,4.2,3.0,0.5,No,100.0,6.0,Fair
S1873,17,Female,4.3,1.3,0.0,No,82.7,4.9,Fair
S1874,18,Male,5.1,2.6,0.9,No,96.0,7.0,Fair
S1875,19,Female,7.6,3.0,2.9,No,99.4,4.8,Poor
S1876,18,Male,4.1,2.1,2.4,No,87.2,5.5,Fair
S1877,18,Female,2.7,2.7,1.6,No,76.6,4.0,Good
S1878,21,Male,3.5,1.3,1.8,Yes,60.6,4.8,Fair
S1879,21,Female,0.8,2.3,1.0,No,91.8,6.7,Fair
S1880,21,Male,2.5,3.2,2.0,No,76.9,4.1,Fair
S1881,22,Male,2.9,2.7,2.6,Yes,86.8,4.7,Fair
S1882,19,Other,2.7,1.8,0.0,No,72.5,6.5,Fair
S1883,24,Male,3.7,2.8,2.1,No,82.3,5.8,Good
S1884,24,Female,2.3,3.4,2.8,No,85.3,8.9,Good
S1885,21,Male,5.2,0.0,1.3,No,87.7,8.7,Fair
S1886,17,Female,3.5,3.9,2.6,No,73.9,5.5,Fair
S1887,22,Male,3.5,2.1,4.9,No,97.0,7.2,Good
S1888,20,Other,3.0,3.0,1.7,Yes,79.0,7.4,Fair
S1889,17,Male,3.7,3.9,2.2,Yes,68.3,5.8,Fair
S1890,23,Male,4.7,0.9,1.0,Yes,83.9,4.7,Fair
S1891,23,Male,2.2,1.6,2.0,Yes,85.3,6.5,Good
S1892,17,Male,2.5,2.2,2.3,No,86.6,6.3,Fair
S1893,21,Female,3.0,1.6,2.0,No,98.6,6.0,Good
S1894,20,Male,1.5,4.6,0.7,Yes,82.6,7.0,Good
S1895,20,Female,2.3,1.5,2.0,No,83.8,5.6,Fair
S1896,22,Male,2.8,1.8,3.4,Yes,74.0,5.1,Good
S1897,20,Male,4.8,2.7,2.3,No,93.2,6.6,Good
S1898,23,Female,3.9,1.1,2.9,No,86.8,7.0,Fair
S1899,19,Female,3.8,2.0,1.5,No,80.8,5.1,Poor
S1900,21,Male,4.8,2.9,2.6,No,66.0,7.6,Poor
S1901,20,Male,3.3,2.1,2.1,No,99.4,4.4,Fair
S1902,22,Male,4.1,2.4,0.8,No,72.7,5.8,Fair
S1903,23,Female,3.3,1.9,2.2,No,79.1,6.2,Fair
S1904,19,Female,3.9,0.7,0.7,Yes,88.6,5.7,Poor
S1905,18,Male,2.6,2.9,1.1,Yes,73.0,5.8,Good
S1906,18,Female,0.0,4.6,2.0,Yes,70.1,8.7,Fair
S1907,19,Female,3.3,2.5,2.1,No,63.8,5.5,Fair
S1908,23,Female,5.6,2.8,0.5,Yes,92.2,9.4,Fair
S1909,22,Female,4.9,3.3,3.0,No,79.5,7.0,Fair
S1910,19,Male,4.9,1.0,2.4,No,100.0,6.6,Fair
S1911,21,Male,5.4,4.5,1.0,No,75.1,7.1,Fair
S1912,21,Male,3.6,2.7,0.1,No,75.8,9.5,Poor
S1913,18,Male,3.8,4.5,1.6,Yes,79.3,5.3,Good
S1914,20,Female,2.6,1.6,1.3,Yes,87.4,5.2,Good
S1915,22,Female,3.0,4.7,1.9,No,80.3,5.6,Fair
S1916,18,Male,4.4,3.4,1.4,No,91.1,6.5,Good
S1917,20,Male,5.3,3.2,0.0,No,75.2,4.4,Good
S1918,20,Male,3.3,2.8,1.4,Yes,71.2,6.5,Poor
S1919,24,Female,2.8,2.2,1.5,No,67.0,8.5,Good
S1920,21,Male,3.5,3.9,2.5,Yes,62.8,6.7,Good
S1921,23,Female,4.4,2.7,1.0,No,79.8,6.1,Fair
S1922,17,Male,1.3,0.1,3.6,No,82.0,5.8,Poor
S1923,23,Male,0.1,1.2,0.0,No,78.7,7.6,Poor
S1924,17,Other,2.7,2.3,3.2,Yes,97.4,5.5,Poor
S1925,19,Other,1.7,2.9,1.6,Yes,97.3,8.7,Good
S1926,21,Male,2.7,2.4,2.7,No,81.7,8.8,Fair
S1927,20,Female,3.3,4.0,1.9,No,67.1,6.8,Good
S1928,22,Female,2.8,0.2,3.1,No,79.3,6.5,Good
S1929,17,Female,5.7,2.7,1.4,No,79.0,7.7,Good
S1930,23,Male,4.0,0.3,0.6,No,78.4,7.8,Good
S1931,20,Female,4.0,3.4,3.4,Yes,78.0,5.5,Poor
S1932,17,Female,4.4,2.4,1.7,No,78.5,5.9,Fair
S1933,17,Female,1.8,3.0,2.0,No,81.1,4.9,Good
S1934,24,Male,5.1,1.5,3.2,No,78.6,7.0,Poor
S1935,17,Male,3.4,4.0,0.7,Yes,87.1,7.3,Poor
S1936,22,Male,4.5,3.8,2.5,No,88.6,4.9,Good
S1937,21,Female,1.9,3.2,1.2,No,75.9,6.0,Good
S1938,22,Male,1.2,2.3,1.7,No,97.7,4.9,Fair
S1939,18,Female,4.7,3.2,1.9,No,75.2,5.4,Good
S1940,20,Other,4.1,1.7,0.1,Yes,68.8,7.2,Good
S1941,21,Male,2.1,3.5,0.9,No,88.8,5.6,Fair
S1942,24,Female,2.2,4.5,3.3,No,76.8,6.1,Poor
S1943,21,Male,5.2,3.8,2.8,No,88.2,4.5,Good
S1944,21,Female,1.7,1.6,1.7,No,61.0,6.7,Fair
S1945,23,Male,6.0,2.9,2.1,Yes,98.9,6.4,Poor
S1946,21,Female,2.1,0.9,1.5,No,91.7,5.6,Fair
S1947,24,Female,4.5,3.2,3.3,Yes,70.0,6.3,Good
S1948,22,Female,3.0,3.0,1.6,No,70.2,6.7,Fair
S1949,21,Female,4.4,0.3,2.1,No,100.0,5.5,Fair
S1950,19,Female,2.7,1.1,3.1,No,77.6,4.7,Fair
S1951,20,Female,3.3,2.2,0.9,No,76.7,8.7,Good
S1952,21,Female,3.6,2.1,3.5,Yes,62.3,5.7,Poor
S1953,20,Female,2.0,1.0,0.1,No,81.5,6.4,Fair
S1954,19,Male,4.6,3.0,3.6,No,82.7,7.7,Good
S1955,19,Female,2.7,2.8,1.4,Yes,92.2,10.0,Poor
S1956,20,Female,3.2,2.3,1.5,No,71.0,5.0,Good
S1957,17,Female,2.0,1.6,0.0,No,69.8,7.0,Good
S1958,18,Male,0.0,3.8,1.3,Yes,89.5,5.7,Good
S1959,23,Female,3.2,4.5,0.7,No,95.1,5.9,Fair
S1960,17,Male,7.1,1.9,1.1,Yes,69.3,5.6,Good
S1961,17,Female,4.7,1.8,1.6,No,95.8,5.1,Good
S1962,22,Male,3.5,3.1,2.9,Yes,85.4,6.5,Good
S1963,23,Female,3.1,2.1,2.0,No,95.9,4.7,Poor
S1964,23,Other,3.5,2.3,2.1,No,84.3,7.6,Good
S1965,17,Male,4.3,3.4,0.6,No,59.8,6.6,Fair
S1966,21,Other,1.7,0.2,0.8,No,83.5,7.0,Poor
S1967,22,Male,5.2,4.1,3.8,No,95.6,5.9,Fair
S1968,22,Female,4.6,2.6,1.0,No,76.1,6.1,Good
S1969,19,Female,4.6,2.0,3.6,Yes,81.1,6.8,Fair
S1970,24,Female,4.2,2.4,1.5,No,83.2,5.1,Fair
S1971,23,Female,3.5,2.5,1.8,No,56.0,6.1,Good
S1972,17,Female,4.5,0.4,3.0,No,100.0,5.5,Fair
S1973,19,Male,4.4,4.3,3.2,No,76.0,5.4,Good
S1974,20,Male,3.0,2.5,1.7,No,90.1,4.0,Fair
S1975,18,Female,2.6,3.0,1.4,No,84.1,8.1,Fair
S1976,24,Female,3.7,3.6,1.7,No,97.6,5.7,Good
S1977,24,Female,5.8,1.3,2.2,Yes,89.1,7.9,Good
S1978,24,Female,1.6,3.1,2.8,No,82.7,7.8,Fair
S1979,22,Male,1.3,2.2,1.8,No,76.1,5.0,Good
S1980,20,Female,3.7,3.5,2.5,No,93.0,5.2,Poor
S1981,24,Male,3.6,0.0,3.6,No,66.3,9.6,Fair
S1982,20,Female,3.8,2.4,2.2,Yes,91.5,8.6,Fair
S1983,21,Male,3.9,1.8,2.1,No,74.0,6.5,Poor
S1984,24,Male,3.2,3.0,0.1,No,97.5,6.8,Fair
S1985,18,Male,5.7,3.1,0.0,Yes,86.6,5.7,Fair
S1986,20,Male,1.1,1.7,2.2,No,91.4,7.0,Poor
S1987,20,Female,2.3,1.6,1.7,Yes,85.8,5.6,Fair
S1988,18,Male,3.3,2.4,1.2,No,67.5,4.1,Fair
S1989,24,Male,1.0,1.4,2.1,Yes,76.4,4.9,Fair
S1990,18,Male,3.2,3.5,1.7,No,91.7,6.5,Good
S1991,20,Male,6.0,2.1,3.0,No,86.7,5.1,Good
S1992,18,Male,3.5,0.0,1.9,No,96.8,6.4,Fair
S1993,20,Male,3.8,2.1,1.0,No,89.0,5.2,Good
S1994,20,Female,1.6,1.3,2.9,No,75.3,5.6,Good
S1995,21,Female,2.6,0.5,1.6,No,77.0,7.5,Fair
S1996,17,Female,2.9,1.0,2.4,Yes,86.0,6.8,Poor
S1997,20,Male,3.0,2.6,1.3,No,61.9,6.5,Good
S1998,24,Male,5.4,4.1,1.1,Yes,100.0,7.6,Fair
S1999,19,Female,4.3,2.9,1.9,No,89.4,7.1,Good
